CourtID,CourtName,CourtLevelID,CSPAggID,FundingID,AppealFromAdminAgency,Notes,Link,DisplayOrder,CourtLevelIDDescription,CSPAggIDDescription,USStateID,USStateName,FundingName,FundingDescription
73,Court of Appeals,IAC       ,IAC       ,S,True,-99,http://www.sconet.state.oh.us/JudSystem/districtCourts/,195,Intermediate Appellate Court,Intermediate Appellate Court,37.0,Ohio,State,State funded
235,County,LJ        ,LJ        ,M,False,Jury trials in most cases.,http://www.sconet.state.oh.us/JudSystem/districtCourts/,196,Limited Jurisdiction,Limited Jurisdiction,37.0,Ohio,Mixed,State and local funding
236,Court of Claims,LJ        ,GJ        ,S,False,Jury trials in some cases.,https://ohiocourtofclaims.gov/,197,Limited Jurisdiction,General Jurisdiction,37.0,Ohio,State,State funded
237,Court of Common Pleas,GJ        ,GJ        ,M,True,Jury trials in most cases.,http://www.sconet.state.oh.us/JudSystem/default.asp,198,General Jurisdiction,General Jurisdiction,37.0,Ohio,Mixed,State and local funding
238,Mayor's,LJ        ,LJ        ,L,False,No jury trials.,http://www.ohiomayorscourtclerks.org/,199,Limited Jurisdiction,Limited Jurisdiction,37.0,Ohio,Local,Locally funded
239,Municipal,LJ        ,LJ        ,M,False,Jury trials in most cases.,http://www.sconet.state.oh.us/JudSystem/default.asp,200,Limited Jurisdiction,Limited Jurisdiction,37.0,Ohio,Mixed,State and local funding
74,Court of Criminal Appeals,COLR      ,COLR      ,S,False,-99,http://www.okcca.net/,201,Court of Last Resource,Court of Last Resource,38.0,Oklahoma,State,State funded
75,Supreme Court,COLR      ,COLR      ,S,True,Assigns cases to the Court of Civil Appeals.,http://www.oscn.net/oscn/schome/start.htm,202,Court of Last Resource,Court of Last Resource,38.0,Oklahoma,State,State funded
76,Court of Civil Appeals,IAC       ,IAC       ,S,False,-99,http://www.oscn.net/oscn/schome/civilappeals.htm,203,Intermediate Appellate Court,Intermediate Appellate Court,38.0,Oklahoma,State,State funded
240,District,GJ        ,GJ        ,S,False,Jury trials.,http://www.oscn.net/applications/oscn/start.asp?viewType=COURTS,204,General Jurisdiction,General Jurisdiction,38.0,Oklahoma,State,State funded
241,Municipal Court Not of Record,LJ        ,LJ        ,L,False,Jury trials.,-99,205,Limited Jurisdiction,Limited Jurisdiction,38.0,Oklahoma,Local,Locally funded
242,Municipal Criminal Court of Record,LJ        ,LJ        ,L,False,Jury trials.,-99,206,Limited Jurisdiction,Limited Jurisdiction,38.0,Oklahoma,Local,Locally funded
243,Tax Review,LJ        ,GJ        ,S,True,No jury trials.,-99,207,Limited Jurisdiction,General Jurisdiction,38.0,Oklahoma,State,State funded
77,Supreme Court,COLR      ,COLR      ,S,True,-99,courts.oregon.gov/Supreme/pages/index.aspx,209,Court of Last Resource,Court of Last Resource,39.0,Oregon,State,State funded
78,Court of Appeals,IAC       ,IAC       ,S,True,-99,https://www.courts.oregon.gov/courts/appellate/Pages/default.aspx,210,Intermediate Appellate Court,Intermediate Appellate Court,39.0,Oregon,State,State funded
245,Circuit,GJ        ,GJ        ,M,False,Jury trials for most case types.,https://www.courts.oregon.gov/OJD/courts/circuit/index.page,211,General Jurisdiction,General Jurisdiction,39.0,Oregon,Mixed,State and local funding
246,County,LJ        ,LJ        ,L,False,No jury trials.,https://sos.oregon.gov/blue-book/Pages/state.aspx,212,Limited Jurisdiction,Limited Jurisdiction,39.0,Oregon,Local,Locally funded
247,Justice,LJ        ,LJ        ,L,False,Jury trials for some case types.,https://sos.oregon.gov/blue-book/Pages/state.aspx,213,Limited Jurisdiction,Limited Jurisdiction,39.0,Oregon,Local,Locally funded
248,Municipal,LJ        ,LJ        ,L,False,Jury trials for some case types.,https://sos.oregon.gov/blue-book/Pages/state.aspx,214,Limited Jurisdiction,Limited Jurisdiction,39.0,Oregon,Local,Locally funded
249,Tax,GJ        ,GJ        ,S,True,No jury trials.,https://www.courts.oregon.gov/Tax/pages/index.aspx,215,General Jurisdiction,General Jurisdiction,39.0,Oregon,State,State funded
79,Supreme Court,COLR      ,COLR      ,S,False,-99,http://www.pacourts.us/courts/supreme-court/,216,Court of Last Resource,Court of Last Resource,40.0,Pennsylvania,State,State funded
80,Commonwealth Court,IAC       ,IAC       ,S,True,-99,http://www.pacourts.us/courts/commonwealth-court/,217,Intermediate Appellate Court,Intermediate Appellate Court,40.0,Pennsylvania,State,State funded
81,Superior Court,IAC       ,IAC       ,S,False,-99,www.pacourts.us/courts/superior-court/,218,Intermediate Appellate Court,Intermediate Appellate Court,40.0,Pennsylvania,State,State funded
250,Court of Common Pleas,GJ        ,GJ        ,M,True,Jury trials in most cases.,http://www.pacourts.us/courts/courts-of-common-pleas/,219,General Jurisdiction,General Jurisdiction,40.0,Pennsylvania,Mixed,State and local funding
251,Magisterial District Judge,LJ        ,LJ        ,M,False,No jury trials.,http://www.pacourts.us/courts/minor-courts/magisterial-district-judges/,220,Limited Jurisdiction,Limited Jurisdiction,40.0,Pennsylvania,Mixed,State and local funding
252,Philadelphia Municipal,LJ        ,LJ        ,M,False,No jury trials.,http://courts.phila.gov/municipal/,221,Limited Jurisdiction,Limited Jurisdiction,40.0,Pennsylvania,Mixed,State and local funding
82,Supreme Court,COLR      ,COLR      ,S,False,-99,http://www.ramajudicial.pr/sistema/supremo/index.htm,222,Court of Last Resource,Court of Last Resource,41.0,Puerto Rico,State,State funded
83,Court of Appeals,IAC       ,IAC       ,S,False,-99,http://www.ramajudicial.pr/sistema/apelaciones.htm,223,Intermediate Appellate Court,Intermediate Appellate Court,41.0,Puerto Rico,State,State funded
253,Court of First Instance,GJ        ,GJ        ,S,True,-99,http://www.ramajudicial.pr/sistema/instancia.htm,224,General Jurisdiction,General Jurisdiction,41.0,Puerto Rico,State,State funded
84,Supreme Court,COLR      ,COLR      ,S,True,-99,https://www.courts.ri.gov/Courts/SupremeCourt/Pages/default.aspx,225,Court of Last Resource,Court of Last Resource,42.0,Rhode Island,State,State funded
254,District,LJ        ,LJ        ,S,False,No jury trials.,https://www.courts.ri.gov/Courts/districtcourt/Pages/default.aspx,226,Limited Jurisdiction,Limited Jurisdiction,42.0,Rhode Island,State,State funded
255,Family,LJ        ,GJ        ,S,False,Jury trials.,https://www.courts.ri.gov/Courts/FamilyCourt/Pages/default.aspx,227,Limited Jurisdiction,General Jurisdiction,42.0,Rhode Island,State,State funded
256,Municipal,LJ        ,LJ        ,L,False,No jury trials.,-99,228,Limited Jurisdiction,Limited Jurisdiction,42.0,Rhode Island,Local,Locally funded
257,Probate,LJ        ,GJ        ,L,False,No jury trials.,-99,229,Limited Jurisdiction,General Jurisdiction,42.0,Rhode Island,Local,Locally funded
258,Superior,GJ        ,GJ        ,S,True,Jury trials.,https://www.courts.ri.gov/Courts/SuperiorCourt/Pages/default.aspx,230,General Jurisdiction,General Jurisdiction,42.0,Rhode Island,State,State funded
259,Traffic Tribunal,LJ        ,LJ        ,S,False,No jury trials.,https://www.courts.ri.gov/Courts/rhodeislandtraffictribunal/Pages/default.aspx,231,Limited Jurisdiction,Limited Jurisdiction,42.0,Rhode Island,State,State funded
260,Worker's Compensation,LJ        ,GJ        ,S,True,No jury trials.,https://www.courts.ri.gov/Courts/workerscompensationcourt/Pages/default.aspx,232,Limited Jurisdiction,General Jurisdiction,42.0,Rhode Island,State,State funded
85,Supreme Court,COLR      ,COLR      ,S,False,May transfer cases from the Court of Appeals.,-99,233,Court of Last Resource,Court of Last Resource,43.0,South Carolina,State,State funded
86,Court of Appeals,IAC       ,IAC       ,S,False,-99,-99,234,Intermediate Appellate Court,Intermediate Appellate Court,43.0,South Carolina,State,State funded
261,Circuit,GJ        ,GJ        ,M,True,Jury trials except in appeals.,-99,235,General Jurisdiction,General Jurisdiction,43.0,South Carolina,Mixed,State and local funding
262,Family,LJ        ,GJ        ,M,False,No jury trials.,-99,236,Limited Jurisdiction,General Jurisdiction,43.0,South Carolina,Mixed,State and local funding
263,Magistrate,LJ        ,LJ        ,M,False,Jury trials.,https://www.sccourts.org/magistratecourt/,237,Limited Jurisdiction,Limited Jurisdiction,43.0,South Carolina,Mixed,State and local funding
264,Municipal,LJ        ,LJ        ,M,False,Jury trials.,https://www.sccourts.org/municipalcourt/,238,Limited Jurisdiction,Limited Jurisdiction,43.0,South Carolina,Mixed,State and local funding
265,Probate,LJ        ,GJ        ,M,False,No jury trials.,-99,239,Limited Jurisdiction,General Jurisdiction,43.0,South Carolina,Mixed,State and local funding
87,Supreme Court,COLR      ,COLR      ,S,False,-99,http://ujs.sd.gov/Supreme_Court/default.aspx,240,Court of Last Resource,Court of Last Resource,44.0,South Dakota,State,State funded
266,Circuit,GJ        ,GJ        ,M,True,Jury trials.,http://ujs.sd.gov/Circuit_Court/default.aspx,241,General Jurisdiction,General Jurisdiction,44.0,South Dakota,Mixed,State and local funding
267,Magistrate,LJ        ,LJ        ,M,False,Jury trials except in small claims.,-99,242,Limited Jurisdiction,Limited Jurisdiction,44.0,South Dakota,Mixed,State and local funding
88,Supreme Court,COLR      ,COLR      ,S,False,-99,http://www.tsc.state.tn.us/courts/supreme-court,243,Court of Last Resource,Court of Last Resource,45.0,Tennessee,State,State funded
89,Court of Appeals,IAC       ,IAC       ,S,True,-99,http://www.tsc.state.tn.us/courts/court-appeals,244,Intermediate Appellate Court,Intermediate Appellate Court,45.0,Tennessee,State,State funded
90,Court of Criminal Appeals,IAC       ,IAC       ,S,False,-99,http://www.tsc.state.tn.us/courts/court-criminal-appeals,245,Intermediate Appellate Court,Intermediate Appellate Court,45.0,Tennessee,State,State funded
268,Chancery,GJ        ,GJ        ,M,True,Jury trials.,http://www.tsc.state.tn.us/courts/court-criminal-appeals,246,General Jurisdiction,General Jurisdiction,45.0,Tennessee,Mixed,State and local funding
269,Circuit,GJ        ,GJ        ,M,True,Jury trials.,http://www.tsc.state.tn.us/courts/circuit-criminal-chancery-courts,247,General Jurisdiction,General Jurisdiction,45.0,Tennessee,Mixed,State and local funding
270,Criminal,GJ        ,GJ        ,M,False,Jury trials.,http://www.tsc.state.tn.us/courts/circuit-criminal-chancery-courts,248,General Jurisdiction,General Jurisdiction,45.0,Tennessee,Mixed,State and local funding
271,General Sessions,LJ        ,LJ        ,M,False,No jury trials.,http://www.tsc.state.tn.us/courts/municipal-courts,249,Limited Jurisdiction,Limited Jurisdiction,45.0,Tennessee,Mixed,State and local funding
272,Juvenile,LJ        ,GJ        ,M,False,No jury trials.,http://www.tncourts.gov/courts/juvenile-family-courts,250,Limited Jurisdiction,General Jurisdiction,45.0,Tennessee,Mixed,State and local funding
273,Municipal,LJ        ,LJ        ,M,False,No jury trials.,http://www.tsc.state.tn.us/courts/municipal-courts,251,Limited Jurisdiction,Limited Jurisdiction,45.0,Tennessee,Mixed,State and local funding
274,Probate,GJ        ,GJ        ,L,False,No jury trials.,http://www.tsc.state.tn.us/courts/circuit-criminal-chancery-courts/about,252,General Jurisdiction,General Jurisdiction,45.0,Tennessee,Local,Locally funded
91,Court of Criminal Appeals,COLR      ,COLR      ,S,False,-99,http://www.txcourts.gov/cca,253,Court of Last Resource,Court of Last Resource,46.0,Texas,State,State funded
92,Supreme Court,COLR      ,COLR      ,S,False,-99,http://www.txcourts.gov/supreme.aspx,254,Court of Last Resource,Court of Last Resource,46.0,Texas,State,State funded
93,Court of Appeals,IAC       ,IAC       ,S,False,-99,http://www.txcourts.gov/about-texas-courts/courts-of-appeals.aspx,255,Intermediate Appellate Court,Intermediate Appellate Court,46.0,Texas,State,State funded
275,Constitutional County,LJ        ,LJ        ,S,False,Jury trials.,-99,256,Limited Jurisdiction,Limited Jurisdiction,46.0,Texas,State,State funded
276,County Court at Law,LJ        ,LJ        ,S,False,Jury trials.,-99,257,Limited Jurisdiction,Limited Jurisdiction,46.0,Texas,State,State funded
277,District,GJ        ,GJ        ,M,True,Jury trials.,http://www.txcourts.gov/courts/overview/about-texas-courts/trial-courts.aspx,258,General Jurisdiction,General Jurisdiction,46.0,Texas,Mixed,State and local funding
278,Justice,LJ        ,LJ        ,L,False,Jury trials.,http://www.txcourts.gov/courts/overview/about-texas-courts/trial-courts.aspx,259,Limited Jurisdiction,Limited Jurisdiction,46.0,Texas,Local,Locally funded
279,Municipal,LJ        ,LJ        ,L,False,Jury trials.,http://www.txcourts.gov/courts/overview/about-texas-courts/trial-courts.aspx,260,Limited Jurisdiction,Limited Jurisdiction,46.0,Texas,Local,Locally funded
280,Statutory Probate,LJ        ,LJ        ,M,False,Jury trials.,-99,261,Limited Jurisdiction,Limited Jurisdiction,46.0,Texas,Mixed,State and local funding
94,Supreme Court,COLR      ,COLR      ,S,False,-99,https://www.utcourts.gov/courts/sup/index.htm,262,Court of Last Resource,Court of Last Resource,47.0,Utah,State,State funded
95,Court of Appeals,IAC       ,IAC       ,S,False,-99,https://www.utcourts.gov/courts/sup/index.htm,263,Intermediate Appellate Court,Intermediate Appellate Court,47.0,Utah,State,State funded
281,District,GJ        ,GJ        ,M,True,Jury trials in most cases.,https://www.utcourts.gov/courts/dist/index.htm,264,General Jurisdiction,General Jurisdiction,47.0,Utah,Mixed,State and local funding
282,Justice,LJ        ,LJ        ,L,False,Jury trials in some case types.,https://www.utcourts.gov/courts/just/index.htm,265,Limited Jurisdiction,Limited Jurisdiction,47.0,Utah,Local,Locally funded
283,Juvenile,LJ        ,GJ        ,M,False,No jury trials.,https://www.utcourts.gov/courts/juv/index.htm,266,Limited Jurisdiction,General Jurisdiction,47.0,Utah,Mixed,State and local funding
96,Supreme Court,COLR      ,COLR      ,S,False,-99,https://www.vermontjudiciary.org/supreme-court,267,Court of Last Resource,Court of Last Resource,48.0,Vermont,State,State funded
284,Superior,GJ        ,GJ        ,S,True,Jury trials.,https://www.vermontjudiciary.org/court-divisions,268,General Jurisdiction,General Jurisdiction,48.0,Vermont,State,State funded
98,Supreme Court,COLR      ,COLR      ,S,False,-99,http://www.courts.state.va.us/courts/scv/home.html,269,Court of Last Resource,Court of Last Resource,49.0,Virginia,State,State funded
99,Court of Appeals,IAC       ,IAC       ,S,False,-99,http://www.courts.state.va.us/courts/cav/home.html,270,Intermediate Appellate Court,Intermediate Appellate Court,49.0,Virginia,State,State funded
286,Circuit,GJ        ,GJ        ,M,True,Jury trials.,http://www.courts.state.va.us/courts/circuit/home.html,271,General Jurisdiction,General Jurisdiction,49.0,Virginia,Mixed,State and local funding
287,District,LJ        ,LJ        ,M,False,No jury trials.,http://www.courts.state.va.us/courts/gd/home.html,272,Limited Jurisdiction,Limited Jurisdiction,49.0,Virginia,Mixed,State and local funding
100,Supreme Court,COLR      ,COLR      ,S,False,-99,http://www.courts.wa.gov/appellate_trial_courts/,273,Court of Last Resource,Court of Last Resource,50.0,Washington,State,State funded
101,Court of Appeals,IAC       ,IAC       ,S,False,-99,http://www.courts.wa.gov/appellate_trial_courts/,274,Intermediate Appellate Court,Intermediate Appellate Court,50.0,Washington,State,State funded
288,District,LJ        ,LJ        ,L,False,Jury trials except in traffic infractions and parking violations.,http://www.courts.wa.gov/appellate_trial_courts/?fa=atc.crtPage&crtType=Dist,275,Limited Jurisdiction,Limited Jurisdiction,50.0,Washington,Local,Locally funded
289,Municipal,LJ        ,LJ        ,L,False,Jury trials except in traffic infractions and parking violations.,http://www.courts.wa.gov/appellate_trial_courts/?fa=atc.crtPage&crtType=Muni,276,Limited Jurisdiction,Limited Jurisdiction,50.0,Washington,Local,Locally funded
290,Superior,GJ        ,GJ        ,M,True,Jury trials.,http://www.courts.wa.gov/appellate_trial_courts/?fa=atc.crtPage&crtType=Super,277,General Jurisdiction,General Jurisdiction,50.0,Washington,Mixed,State and local funding
102,Supreme Court of Appeals,COLR      ,COLR      ,S,False,-99,http://www.courtswv.gov/supreme-court/index.html,278,Court of Last Resource,Court of Last Resource,51.0,West Virginia,State,State funded
291,Circuit,GJ        ,GJ        ,M,True,Jury trials.,http://www.courtswv.gov/lower-courts/circuit-courts.html,279,General Jurisdiction,General Jurisdiction,51.0,West Virginia,Mixed,State and local funding
292,Family,LJ        ,LJ        ,M,False,No jury trials.,http://www.courtswv.gov/lower-courts/family-courts.html,280,Limited Jurisdiction,Limited Jurisdiction,51.0,West Virginia,Mixed,State and local funding
293,Magistrate,LJ        ,LJ        ,S,False,Jury trials.,http://www.courtswv.gov/lower-courts/magistrate-courts.html,281,Limited Jurisdiction,Limited Jurisdiction,51.0,West Virginia,State,State funded
294,Municipal,LJ        ,LJ        ,L,False,Jury trials.,-99,282,Limited Jurisdiction,Limited Jurisdiction,51.0,West Virginia,Local,Locally funded
103,Supreme Court,COLR      ,COLR      ,S,False,-99,https://wicourts.gov/courts/supreme/index.htm,283,Court of Last Resource,Court of Last Resource,52.0,Wisconsin,State,State funded
104,Court of Appeals,IAC       ,IAC       ,S,False,-99,https://wicourts.gov/courts/appeals/index.htm,284,Intermediate Appellate Court,Intermediate Appellate Court,52.0,Wisconsin,State,State funded
295,Circuit,GJ        ,GJ        ,M,True,Jury trials in most cases.,https://wicourts.gov/courts/circuit/index.htm,285,General Jurisdiction,General Jurisdiction,52.0,Wisconsin,Mixed,State and local funding
296,Municipal,LJ        ,LJ        ,L,False,No jury trials.,https://wicourts.gov/courts/municipal/index.htm,286,Limited Jurisdiction,Limited Jurisdiction,52.0,Wisconsin,Local,Locally funded
105,Supreme Court,COLR      ,COLR      ,S,True,-99,https://www.courts.state.wy.us/supreme-court/,287,Court of Last Resource,Court of Last Resource,53.0,Wyoming,State,State funded
297,Circuit,LJ        ,LJ        ,M,False,Jury trials except in small claims.,https://www.courts.state.wy.us/circuit-courts/,288,Limited Jurisdiction,Limited Jurisdiction,53.0,Wyoming,Mixed,State and local funding
298,District,GJ        ,GJ        ,M,True,Jury trials.,https://www.courts.state.wy.us/district-courts/,289,General Jurisdiction,General Jurisdiction,53.0,Wyoming,Mixed,State and local funding
299,Municipal,LJ        ,LJ        ,L,False,Jury trials.,-99,290,Limited Jurisdiction,Limited Jurisdiction,53.0,Wyoming,Local,Locally funded
23,Supreme Court,COLR      ,COLR      ,U,True,-99,-99,60,Court of Last Resource,Court of Last Resource,12.0,Guam,Missing information,Funding source not provided
147,Superior,GJ        ,GJ        ,U,True,-99,-99,61,General Jurisdiction,General Jurisdiction,12.0,Guam,Missing information,Funding source not provided
196,Municipal,LJ        ,LJ        ,L,False,Jury Trial in Springfield Municipality Only,https://www.courts.mo.gov/page.jsp?id=7418,140,Limited Jurisdiction,Limited Jurisdiction,,,Local,Locally funded
